obsno,grid_code,x_wgs84,y_wgs84,ldi,loss_intensity,miombo_extent,MAT,MAP,soil,access,sciname,P1,P2,P3,P4,P5,ba_P1,ba_P2,ba_P3,ba_P4,ba_P5
848,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
849,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
850,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
851,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Cissus integrifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
852,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
853,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
854,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
855,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Cissus integrifolia,0,NA,NA,NA,NA,0,NA,NA,NA,NA
856,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Cissus integrifolia,0,0,NA,NA,NA,0,0,NA,NA,NA
857,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Cissus integrifolia,0,0,0,0,0,0,0,0,0,0
858,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Cissus integrifolia,0,0,0,0,0,0,0,0,0,0
859,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Combretum apiculatum,0,0,0,NA,NA,0,0,0,NA,NA
860,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Combretum apiculatum,0,1,0,0,4,0,34.2,0,0,97
861,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
862,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
863,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Combretum apiculatum,0,0,0,0,NA,0,0,0,0,NA
864,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
865,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Combretum apiculatum,0,0,0,0,NA,0,0,0,0,NA
866,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
867,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Combretum apiculatum,0,4,NA,NA,NA,0,144.7,NA,NA,NA
868,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
869,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Combretum apiculatum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
870,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
871,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
872,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Combretum apiculatum,0,0,0,NA,NA,0,0,0,NA,NA
873,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
874,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
875,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
876,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
877,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
878,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Combretum apiculatum,0,1,0,NA,NA,0,35.3,0,NA,NA
879,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
880,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Combretum apiculatum,1,0,NA,NA,NA,103.9,0,NA,NA,NA
881,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
882,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Combretum apiculatum,0,0,0,NA,NA,0,0,0,NA,NA
883,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Combretum apiculatum,0,0,0,0,NA,0,0,0,0,NA
884,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
885,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Combretum apiculatum,0,0,0,0,NA,0,0,0,0,NA
886,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
887,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
888,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
889,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
890,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Combretum apiculatum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
891,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Combretum apiculatum,1,0,NA,NA,NA,130.7,0,NA,NA,NA
892,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
893,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
894,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Combretum apiculatum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
895,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Combretum apiculatum,0,0,NA,NA,NA,0,0,NA,NA,NA
896,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Combretum apiculatum,0,0,0,0,0,0,0,0,0,0
897,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Combretum apiculatum,0,0,0,0,0,0,0,0,0,0
898,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Combretum collinum,1,0,0,NA,NA,29.2,0,0,NA,NA
899,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Combretum collinum,0,0,0,0,1,0,0,0,0,115
900,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Combretum collinum,0,0,NA,NA,NA,0,0,NA,NA,NA
901,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Combretum collinum,0,2,NA,NA,NA,0,362.6,NA,NA,NA
902,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Combretum collinum,0,0,3,0,NA,0,0,647.1,0,NA
903,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Combretum collinum,5,5,NA,NA,NA,374.5,733.1,NA,NA,NA
904,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Combretum collinum,0,1,3,0,NA,0,149.6,234.2,0,NA
905,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Combretum collinum,0,0,NA,NA,NA,0,0,NA,NA,NA
906,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Combretum collinum,6,3,NA,NA,NA,848.1,270.1,NA,NA,NA
907,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Combretum collinum,0,5,NA,NA,NA,0,445.2,NA,NA,NA
908,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Combretum collinum,3,NA,NA,NA,NA,116.8,NA,NA,NA,NA
909,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Combretum collinum,10,8,NA,NA,NA,545.3,498.5,NA,NA,NA
910,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Combretum collinum,0,4,NA,NA,NA,0,167.4,NA,NA,NA
911,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Combretum collinum,2,1,8,NA,NA,125.7,176.7,706.7,NA,NA
912,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Combretum collinum,0,12,NA,NA,NA,0,2520.9,NA,NA,NA
913,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Combretum collinum,11,1,NA,NA,NA,1598.7,301.7,NA,NA,NA
914,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Combretum collinum,4,0,NA,NA,NA,117.8,0,NA,NA,NA
915,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Combretum collinum,6,1,NA,NA,NA,675.5,1086.9,NA,NA,NA
916,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Combretum collinum,6,10,NA,NA,NA,351.9,1594.4,NA,NA,NA
917,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Combretum collinum,5,0,0,NA,NA,221.4,0,0,NA,NA
918,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Combretum collinum,11,1,NA,NA,NA,1121.6,52.8,NA,NA,NA
919,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Combretum collinum,0,4,NA,NA,NA,0,356.5,NA,NA,NA
920,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Combretum collinum,4,7,NA,NA,NA,254.2,648.4,NA,NA,NA
921,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Combretum collinum,2,0,0,NA,NA,475.1,0,0,NA,NA
922,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Combretum collinum,4,1,0,2,NA,956,70.9,0,50.8,NA
923,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Combretum collinum,0,1,NA,NA,NA,0,28.3,NA,NA,NA
924,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Combretum collinum,0,0,0,1,NA,0,0,0,490.9,NA
925,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Combretum collinum,5,8,NA,NA,NA,443.1,337.8,NA,NA,NA
926,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Combretum collinum,3,20,NA,NA,NA,110.9,923,NA,NA,NA
927,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Combretum collinum,6,0,NA,NA,NA,510.2,0,NA,NA,NA
928,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Combretum collinum,0,0,NA,NA,NA,0,0,NA,NA,NA
929,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Combretum collinum,5,NA,NA,NA,NA,263.4,NA,NA,NA,NA
930,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Combretum collinum,0,3,NA,NA,NA,0,196.2,NA,NA,NA
931,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Combretum collinum,1,0,NA,NA,NA,113.1,0,NA,NA,NA
932,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Combretum collinum,10,6,NA,NA,NA,1169,440.2,NA,NA,NA
933,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Combretum collinum,0,NA,NA,NA,NA,0,NA,NA,NA,NA
934,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Combretum collinum,1,0,NA,NA,NA,132.7,0,NA,NA,NA
935,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Combretum collinum,0,0,0,0,0,0,0,0,0,0
936,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Combretum collinum,1,0,0,1,0,132.7,0,0,37.4,0
937,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Combretum sp.,0,0,0,NA,NA,0,0,0,NA,NA
938,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Combretum sp.,0,0,0,0,0,0,0,0,0,0
939,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
940,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
941,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Combretum sp.,0,0,0,0,NA,0,0,0,0,NA
942,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
943,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Combretum sp.,0,0,0,0,NA,0,0,0,0,NA
944,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
945,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Combretum sp.,1,0,NA,NA,NA,1134.1,0,NA,NA,NA
946,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Combretum sp.,0,3,NA,NA,NA,0,530.8,NA,NA,NA
947,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Combretum sp.,0,NA,NA,NA,NA,0,NA,NA,NA,NA
948,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
949,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
950,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Combretum sp.,0,0,0,NA,NA,0,0,0,NA,NA
951,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
952,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
953,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
954,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
955,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Combretum sp.,1,3,NA,NA,NA,283.5,78.5,NA,NA,NA
956,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Combretum sp.,0,0,0,NA,NA,0,0,0,NA,NA
957,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
958,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
959,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
960,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Combretum sp.,2,0,0,NA,NA,208.1,0,0,NA,NA
961,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Combretum sp.,3,0,0,0,NA,1056.3,0,0,0,NA
962,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
963,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Combretum sp.,0,0,0,0,NA,0,0,0,0,NA
964,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Combretum sp.,1,0,NA,NA,NA,235.1,0,NA,NA,NA
965,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
966,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
967,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
968,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Combretum sp.,0,NA,NA,NA,NA,0,NA,NA,NA,NA
969,G752,36.66231854,-15.30296954,0.220821617,1.062418726,0.463677639,22.85833359,1310,19,279,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
970,G792,36.614264,-15.3146348,0.861825741,0.391682785,0.229722065,22.61249924,1322,19,276,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
971,G793,36.62458087,-15.31674025,0.953461649,0.245762712,0.06572238,22.57916641,1339,19,234,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
972,G795,36.655885,-15.315685,0.890880762,1.123076923,0.124220079,22.75416565,1330,17,268,Combretum sp.,0,NA,NA,NA,NA,0,NA,NA,NA,NA
973,G837,36.6587111,-15.28669187,0.692375974,0.849246231,0.3838728,22.97083282,1288,10,363,Combretum sp.,0,0,NA,NA,NA,0,0,NA,NA,NA
974,G929,36.69263576,-15.35696421,0.840708306,0.17196702,0.082860386,22.19583321,1425,4,57,Combretum sp.,0,0,0,0,0,0,0,0,0,0
975,G930,36.70670725,-15.36156427,0.200121047,0.855875831,0.437641723,22.24583244,1441,19,55,Combretum sp.,0,0,0,0,0,0,0,0,0,0
976,G1230,36.58589924,-15.44725788,0.860736,0.331536388,0.139376771,22.07500076,1505,19,355,Crossopteryx febrifuga,0,0,0,NA,NA,0,0,0,NA,NA
977,G1274,36.59280583,-15.45695961,0.827758763,0.384698276,0.202495746,21.98333359,1520,15,413,Crossopteryx febrifuga,0,0,0,0,0,0,0,0,0,0
978,G1313,36.581453,-15.47106233,0.610024565,0.584801762,0.301020408,21.67499924,1547,13,524,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
979,G271,36.63998769,-15.15339138,0.009698024,1.489968321,0.799886621,23.53333282,1118,19,114,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
980,G273,36.67294866,-15.15379115,0.725497752,0.978401728,0.513605442,23.10000038,1130,19,272,Crossopteryx febrifuga,0,0,0,0,NA,0,0,0,0,NA
981,G314,36.63144981,-15.15817319,0.797280607,1.845360825,0.405665722,23.54583359,1119,19,144,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
982,G315,36.63899068,-15.16361477,0.342312945,1.707715134,0.652494331,23.51250076,1128,3,179,Crossopteryx febrifuga,0,0,0,0,NA,0,0,0,0,NA
983,G319,36.6986108,-15.16437748,0.153555459,1.392807746,0.570861678,22.89999962,1149,1,379,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
984,G356,36.60008557,-15.17811285,0.419422246,0.955259976,0.44809983,23.43333244,1143,19,148,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
985,G358,36.62834331,-15.17749472,0.470660652,1.00862069,0.265306122,23.48333359,1149,19,201,Crossopteryx febrifuga,0,2,NA,NA,NA,0,569.4,NA,NA,NA
986,G359,36.637962,-15.181983,0.521140487,1.134310134,0.527241771,23.49583244,1149,19,247,Crossopteryx febrifuga,0,NA,NA,NA,NA,0,NA,NA,NA,NA
987,G360,36.65923537,-15.17812253,0.476660563,1.288808664,0.404761905,23.1875,1149,19,272,Crossopteryx febrifuga,3,0,NA,NA,NA,1289.6,0,NA,NA,NA
988,G363,36.69534982,-15.17706723,0.65283722,1.43793911,0.348269994,22.79166603,1153,13,402,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
989,G401,36.62722641,-15.18678393,0.883260784,0.600472813,0.14399093,23.45416641,1156,19,225,Crossopteryx febrifuga,0,0,0,NA,NA,0,0,0,NA,NA
990,G403,36.64969755,-15.18629902,0.018920391,1.41125,0.640385706,23.42499924,1156,19,275,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
991,G497,36.75600562,-15.22170514,0.421837973,0.854392298,0.402722632,22.64583397,1209,17,104,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
992,G542,36.99340118,-15.06223571,0.603426499,1.370839937,0.49091941,22.96666718,1129,19,75,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
993,G543,36.78071643,-15.22924172,0.654953407,1.410071942,0.333522405,22.57916641,1230,19,36,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
994,G578,36.67520903,-15.24593095,0.694410246,1.475446429,0.374716553,23.10416603,1232,19,426,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
995,G585,36.76644484,-15.23758054,0.434415735,1.630372493,0.322562358,22.52916718,1243,19,79,Crossopteryx febrifuga,0,0,0,NA,NA,0,0,0,NA,NA
996,G609,36.5035872,-15.2618073,0.143675184,0.716642755,0.566005666,22.79583359,1240,11,146,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
997,G611,36.53587517,-15.25632984,0.531026019,0.576982893,0.420634921,22.71249962,1240,6,211,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
998,G619,36.64330914,-15.26382129,0.68511489,0.74368932,0.217120181,23.0625,1253,19,429,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
999,G622,36.68182652,-15.25945629,0.741545265,1.740196078,0.201247166,23.09583282,1248,19,366,Crossopteryx febrifuga,0,0,0,NA,NA,0,0,0,NA,NA
1000,G623,36.70270155,-15.2632723,0.345054375,1.532956685,0.461712989,22.98333359,1254,19,265,Crossopteryx febrifuga,0,0,0,0,NA,0,0,0,0,NA
1001,G627,36.754718,-15.25277133,0.822311139,1.996721311,0.345629966,22.61249924,1266,19,88,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
1002,G628,36.76663618,-15.25802465,0.836144375,0.58627451,0.169597277,22.49166679,1274,2,45,Crossopteryx febrifuga,0,0,0,0,NA,0,0,0,0,NA
1003,G651,36.48530303,-15.27015452,0.018804009,1.002645503,0.644192635,22.79999924,1242,19,176,Crossopteryx febrifuga,0,9,NA,NA,NA,0,1583.3,NA,NA,NA
1004,G652,36.4886406,-15.28113986,0.848623405,0.972508591,0.320861678,22.82500076,1251,16,222,Crossopteryx febrifuga,1,2,NA,NA,NA,19.6,416.2,NA,NA,NA
1005,G653,36.50194501,-15.27099166,0.005886653,0.878221649,0.772675737,22.27083397,1274,15,173,Crossopteryx febrifuga,0,2,NA,NA,NA,0,210.9,NA,NA,NA
1006,G654,36.51720204,-15.27803581,0.001426533,0.805440568,0.771671388,22.37916756,1275,13,230,Crossopteryx febrifuga,0,0,NA,NA,NA,0,0,NA,NA,NA
1007,G673,36.777802,-15.272768,0.947413388,1.296296296,0.079410096,22.35833359,1304,8,61,Crossopteryx febrifuga,0,NA,NA,NA,NA,0,NA,NA,NA,NA
